epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,70159.4,0.95023,1.44111,1.1409,0.84821,0.8446,0.90228,0.53159,1.20153,1.49295,1.13356,0.00356975,0.00356975,0.00356975
181,70542.8,0.94073,1.4422,1.13257,0.86877,0.84043,0.90404,0.52774,1.19028,1.47176,1.12498,0.00352037,0.00352037,0.00352037
182,70929.2,0.94313,1.41957,1.1312,0.89447,0.82229,0.90486,0.532,1.18662,1.48009,1.12455,0.00347115,0.00347115,0.00347115
183,71315.7,0.92013,1.39387,1.12548,0.90211,0.80987,0.89783,0.52801,1.17247,1.45864,1.11579,0.00342211,0.00342211,0.00342211
184,71701,0.9444,1.44354,1.1375,0.89066,0.82106,0.90856,0.54823,1.17581,1.46617,1.1185,0.00337325,0.00337325,0.00337325
185,72087.7,0.95366,1.44613,1.13713,0.90563,0.82612,0.91236,0.55307,1.17559,1.48548,1.11902,0.00332457,0.00332457,0.00332457
186,72357.1,0.94309,1.44342,1.14343,0.88209,0.81842,0.90762,0.55699,1.17174,1.47621,1.11709,0.00327608,0.00327608,0.00327608
187,72528.3,0.93583,1.42241,1.13505,0.89534,0.80962,0.90372,0.55267,1.16681,1.46896,1.11187,0.00322778,0.00322778,0.00322778
188,72867,0.91915,1.40005,1.13051,0.89273,0.80297,0.90111,0.55026,1.18452,1.46356,1.12439,0.00317969,0.00317969,0.00317969
189,73262.3,0.92866,1.40691,1.13108,0.89063,0.79495,0.89789,0.55473,1.19425,1.47522,1.12792,0.0031318,0.0031318,0.0031318
190,73649.5,0.92702,1.3894,1.13144,0.8675,0.80417,0.89791,0.55024,1.19264,1.46506,1.12456,0.00308412,0.00308412,0.00308412
191,74036.3,0.94349,1.40459,1.13148,0.84903,0.82947,0.89313,0.54771,1.1906,1.4616,1.12378,0.00303665,0.00303665,0.00303665
192,74421.7,0.9391,1.40383,1.13035,0.84032,0.8184,0.88668,0.54245,1.18737,1.46102,1.12087,0.00298941,0.00298941,0.00298941
193,74813.2,0.93331,1.39813,1.13943,0.8516,0.79607,0.88562,0.53402,1.19645,1.45664,1.12607,0.00294239,0.00294239,0.00294239
194,75200.8,0.938,1.41163,1.13426,0.84822,0.80227,0.89021,0.53185,1.21733,1.46885,1.13284,0.00289561,0.00289561,0.00289561
195,75575.9,0.93148,1.396,1.12768,0.81581,0.833,0.88759,0.54707,1.19604,1.47357,1.13013,0.00284906,0.00284906,0.00284906
196,75950.5,0.91639,1.35999,1.115,0.81327,0.84197,0.88112,0.54413,1.19244,1.4729,1.12919,0.00280275,0.00280275,0.00280275
197,76323.2,0.91972,1.35976,1.11907,0.81357,0.85158,0.88979,0.54129,1.19092,1.46784,1.12986,0.00275668,0.00275668,0.00275668
198,76733.7,0.92419,1.37292,1.11766,0.85144,0.8337,0.89103,0.54376,1.1975,1.4652,1.12905,0.00271087,0.00271087,0.00271087
199,77147.4,0.91622,1.37949,1.11931,0.84597,0.847,0.89535,0.54322,1.19289,1.45966,1.12934,0.00266532,0.00266532,0.00266532
200,77559.8,0.90732,1.38035,1.12098,0.85438,0.86501,0.90569,0.54283,1.18929,1.44375,1.12929,0.00262003,0.00262003,0.00262003
201,77969,0.92138,1.40231,1.13169,0.85748,0.8587,0.902,0.54238,1.19277,1.44161,1.13317,0.002575,0.002575,0.002575
202,78304.4,0.91826,1.39278,1.11915,0.85434,0.86198,0.90146,0.53969,1.19158,1.44868,1.12891,0.00253024,0.00253024,0.00253024
203,78482,0.91837,1.37242,1.1198,0.8532,0.86231,0.90027,0.54682,1.18884,1.44865,1.12435,0.00248577,0.00248577,0.00248577
204,78652.4,0.90835,1.35099,1.10379,0.83981,0.86165,0.89983,0.54579,1.19038,1.45229,1.12504,0.00244157,0.00244157,0.00244157
205,78829.1,0.9106,1.37948,1.11861,0.84897,0.85084,0.89861,0.54755,1.18485,1.45589,1.11964,0.00239766,0.00239766,0.00239766
206,79001,0.91678,1.35951,1.11593,0.83983,0.8576,0.89889,0.54445,1.18807,1.45556,1.12028,0.00235404,0.00235404,0.00235404
207,79176.8,0.90822,1.36625,1.11673,0.88182,0.8091,0.89969,0.54419,1.19369,1.46034,1.1235,0.00231071,0.00231071,0.00231071
208,79347.5,0.90317,1.33067,1.10708,0.88643,0.8074,0.89649,0.55883,1.19098,1.45139,1.12253,0.00226769,0.00226769,0.00226769
209,79521.2,0.888,1.3172,1.10687,0.86487,0.83161,0.89813,0.5635,1.18127,1.4352,1.11816,0.00222497,0.00222497,0.00222497
210,79695.2,0.9109,1.35073,1.11902,0.84906,0.82712,0.88856,0.56359,1.18009,1.43329,1.1152,0.00218256,0.00218256,0.00218256
211,79868.4,0.8999,1.34357,1.11167,0.85587,0.83826,0.89334,0.55882,1.18278,1.42825,1.11484,0.00214046,0.00214046,0.00214046
212,80040.5,0.89885,1.34972,1.12041,0.87254,0.83462,0.90325,0.559,1.18142,1.42759,1.1142,0.00209869,0.00209869,0.00209869
213,80216,0.89721,1.35568,1.11866,0.86393,0.83616,0.90128,0.55932,1.17745,1.43968,1.11233,0.00205723,0.00205723,0.00205723
214,80554.6,0.90555,1.36025,1.1106,0.86131,0.8345,0.90189,0.55491,1.17594,1.42785,1.11126,0.00201611,0.00201611,0.00201611
215,80968.1,0.89846,1.34616,1.11849,0.8577,0.83356,0.89738,0.55221,1.16967,1.41846,1.10749,0.00197532,0.00197532,0.00197532
216,81381.6,0.89531,1.30536,1.10803,0.85081,0.83932,0.89428,0.55294,1.1674,1.42705,1.10638,0.00193486,0.00193486,0.00193486
217,81793.5,0.88493,1.31613,1.10924,0.85034,0.82457,0.89531,0.55153,1.17293,1.42651,1.11246,0.00189475,0.00189475,0.00189475
218,82210.4,0.89714,1.33758,1.11407,0.85462,0.81658,0.89762,0.5502,1.17644,1.4341,1.11917,0.00185498,0.00185498,0.00185498
219,82627.6,0.89551,1.32793,1.10352,0.85437,0.83523,0.90635,0.5513,1.1802,1.43923,1.12318,0.00181557,0.00181557,0.00181557
220,82955.9,0.90744,1.33976,1.11098,0.85122,0.83708,0.89888,0.55645,1.18189,1.45048,1.12286,0.00177651,0.00177651,0.00177651
221,83382.6,0.90178,1.3464,1.1052,0.83655,0.8346,0.89337,0.55236,1.17918,1.44797,1.12142,0.0017378,0.0017378,0.0017378
222,83804.5,0.89116,1.30386,1.09352,0.87806,0.7874,0.88841,0.54854,1.18344,1.44983,1.12278,0.00169946,0.00169946,0.00169946
223,84231.1,0.88933,1.30437,1.10488,0.87259,0.80181,0.89,0.54765,1.18198,1.45289,1.12296,0.00166149,0.00166149,0.00166149
224,84655.9,0.90245,1.31146,1.10276,0.82992,0.83886,0.89711,0.55073,1.17876,1.44249,1.11853,0.00162389,0.00162389,0.00162389
225,85080.1,0.88818,1.3337,1.10559,0.8378,0.84135,0.89783,0.55159,1.17233,1.43423,1.11467,0.00158667,0.00158667,0.00158667
226,85506.5,0.89557,1.31243,1.10023,0.84374,0.83924,0.89986,0.55605,1.16632,1.4299,1.11063,0.00154982,0.00154982,0.00154982
227,85933.5,0.88846,1.31197,1.0986,0.85053,0.83234,0.89895,0.55468,1.16507,1.42796,1.11014,0.00151336,0.00151336,0.00151336
228,86355.7,0.87042,1.28944,1.09543,0.85445,0.83039,0.89921,0.55613,1.16786,1.4304,1.1097,0.00147729,0.00147729,0.00147729
229,86770,0.87682,1.27998,1.09001,0.83748,0.8478,0.89976,0.55837,1.16762,1.42976,1.10838,0.00144161,0.00144161,0.00144161
230,87196.6,0.90667,1.32582,1.11257,0.84266,0.84053,0.89843,0.5601,1.16721,1.42175,1.10726,0.00140632,0.00140632,0.00140632
231,87620.8,0.89323,1.32187,1.10419,0.84249,0.85516,0.90368,0.56227,1.16285,1.41546,1.10502,0.00137143,0.00137143,0.00137143
232,88043.3,0.86887,1.27903,1.09903,0.84166,0.8502,0.90328,0.56548,1.16637,1.41948,1.10546,0.00133695,0.00133695,0.00133695
233,88467.6,0.87277,1.29671,1.10185,0.85147,0.83177,0.90154,0.56203,1.16764,1.41876,1.1061,0.00130287,0.00130287,0.00130287
234,88894.1,0.86992,1.29767,1.10212,0.84382,0.84149,0.90067,0.55907,1.16308,1.42315,1.10604,0.00126921,0.00126921,0.00126921
235,89319.1,0.86577,1.25955,1.09183,0.84524,0.84799,0.89882,0.55558,1.16064,1.42316,1.1057,0.00123596,0.00123596,0.00123596
236,89741.1,0.87433,1.29446,1.10984,0.82997,0.84799,0.89167,0.54969,1.16395,1.43056,1.10779,0.00120313,0.00120313,0.00120313
237,89964.1,0.86499,1.28662,1.08887,0.82316,0.84886,0.88689,0.54924,1.16627,1.4383,1.10732,0.00117072,0.00117072,0.00117072
238,90138.7,0.88839,1.30761,1.09842,0.84633,0.8239,0.88937,0.55538,1.16469,1.4461,1.10581,0.00113873,0.00113873,0.00113873
239,90312.7,0.88907,1.29305,1.09855,0.84104,0.8252,0.88641,0.55289,1.16437,1.44846,1.10509,0.00110718,0.00110718,0.00110718
240,90483.9,0.87878,1.30072,1.0984,0.86308,0.8208,0.88695,0.55707,1.16304,1.44136,1.10465,0.00107605,0.00107605,0.00107605
241,90657.8,0.8705,1.28144,1.09253,0.85818,0.82647,0.89207,0.56194,1.16229,1.43686,1.10399,0.00104537,0.00104537,0.00104537
242,90830,0.87388,1.26871,1.09442,0.8399,0.85599,0.8962,0.55472,1.16177,1.43856,1.10417,0.00101512,0.00101512,0.00101512
243,91003,0.86289,1.27512,1.09326,0.84059,0.85581,0.90028,0.55543,1.16039,1.44479,1.10507,0.000985311,0.000985311,0.000985311
244,91175.6,0.86851,1.27487,1.09116,0.84928,0.84015,0.89922,0.55506,1.15909,1.43937,1.1054,0.000955951,0.000955951,0.000955951
245,91564.4,0.87681,1.27459,1.09868,0.85983,0.83048,0.89751,0.55385,1.15846,1.43237,1.10599,0.00092704,0.00092704,0.00092704
246,91952.3,0.85997,1.27137,1.08637,0.85424,0.84896,0.9006,0.55607,1.16005,1.42912,1.1062,0.000898581,0.000898581,0.000898581
247,92378.6,0.85467,1.26219,1.08956,0.86146,0.83503,0.90401,0.55911,1.15956,1.4255,1.10668,0.000870577,0.000870577,0.000870577
248,92823.7,0.8687,1.27823,1.10189,0.85751,0.84296,0.90495,0.56203,1.16028,1.42561,1.10732,0.000843031,0.000843031,0.000843031
249,93155.4,0.85571,1.25863,1.0905,0.8437,0.86461,0.90527,0.56045,1.16264,1.42149,1.10918,0.000815947,0.000815947,0.000815947
250,93329.2,0.85119,1.25101,1.08335,0.84752,0.86494,0.90532,0.56361,1.1622,1.42355,1.1099,0.000789327,0.000789327,0.000789327
251,93501,0.86294,1.26404,1.09047,0.84687,0.86756,0.90484,0.56278,1.16319,1.42576,1.11001,0.000763174,0.000763174,0.000763174
252,93675.8,0.86461,1.26234,1.08791,0.84174,0.86499,0.90392,0.56333,1.1632,1.42248,1.10954,0.000737492,0.000737492,0.000737492
253,93846.2,0.88025,1.29084,1.09676,0.88438,0.81508,0.90347,0.56579,1.16273,1.42491,1.10827,0.000712282,0.000712282,0.000712282
254,94020.3,0.87022,1.27824,1.09833,0.87318,0.82547,0.90325,0.56774,1.16127,1.42252,1.10705,0.000687548,0.000687548,0.000687548
255,94188.6,0.85595,1.26038,1.08944,0.87604,0.82415,0.90331,0.56805,1.16228,1.41729,1.10704,0.000663292,0.000663292,0.000663292
256,94362.4,0.85084,1.25118,1.1012,0.88126,0.81933,0.90324,0.57058,1.16186,1.41222,1.10624,0.000639518,0.000639518,0.000639518
257,94529.2,0.85737,1.25874,1.08728,0.8467,0.85181,0.90362,0.57157,1.16097,1.41143,1.10606,0.000616227,0.000616227,0.000616227
258,94705.8,0.84034,1.20241,1.08129,0.88467,0.81638,0.90397,0.57252,1.15964,1.408,1.10513,0.000593422,0.000593422,0.000593422
259,94872.1,0.85962,1.25943,1.08573,0.88266,0.81854,0.90228,0.57114,1.15988,1.40782,1.10457,0.000571106,0.000571106,0.000571106
260,95046.3,0.87203,1.25076,1.09105,0.88227,0.8205,0.90216,0.56926,1.16321,1.41001,1.10522,0.000549281,0.000549281,0.000549281
261,95212.5,0.83655,1.23055,1.08247,0.88455,0.82267,0.90154,0.56643,1.16251,1.40969,1.10504,0.00052795,0.00052795,0.00052795
262,95386.1,0.85491,1.24217,1.08703,0.88364,0.82286,0.9023,0.5661,1.1622,1.40922,1.10444,0.000507115,0.000507115,0.000507115
263,95554.8,0.85472,1.26501,1.08105,0.88325,0.82221,0.90275,0.56294,1.16332,1.40794,1.10399,0.000486777,0.000486777,0.000486777
264,95726.2,0.84502,1.20709,1.06878,0.87877,0.82052,0.90104,0.56214,1.16397,1.40865,1.1038,0.000466941,0.000466941,0.000466941
265,95895.1,0.86201,1.25126,1.08183,0.88236,0.81931,0.9003,0.56506,1.16379,1.41201,1.1037,0.000447606,0.000447606,0.000447606
266,96068,0.88448,1.28869,1.10151,0.88011,0.81797,0.89998,0.56628,1.16387,1.41293,1.10393,0.000428777,0.000428777,0.000428777
267,96237.3,0.86651,1.25332,1.09617,0.87589,0.82094,0.89948,0.56497,1.16343,1.41293,1.10371,0.000410454,0.000410454,0.000410454
268,96408.7,0.84255,1.22516,1.083,0.87791,0.81762,0.89771,0.5641,1.1623,1.41243,1.10405,0.00039264,0.00039264,0.00039264
269,96580.6,0.87071,1.27607,1.0919,0.87855,0.81923,0.89963,0.56381,1.16046,1.40985,1.10371,0.000375337,0.000375337,0.000375337
270,96750.7,0.85619,1.24793,1.09052,0.88007,0.8188,0.89976,0.56574,1.16076,1.40783,1.1033,0.000358546,0.000358546,0.000358546
271,96906.9,0.95558,1.29752,1.10616,0.88057,0.81852,0.90123,0.5631,1.1606,1.40573,1.10247,0.00034227,0.00034227,0.00034227
272,97057.4,0.94055,1.27076,1.10456,0.87838,0.81,0.90001,0.5619,1.15875,1.40402,1.10172,0.00032651,0.00032651,0.00032651
273,97215.5,0.94383,1.28851,1.0944,0.87703,0.81049,0.90062,0.55867,1.15701,1.40105,1.10003,0.000311268,0.000311268,0.000311268
274,97366,0.92703,1.23963,1.09329,0.87879,0.80618,0.89938,0.55716,1.15621,1.40302,1.09868,0.000296546,0.000296546,0.000296546
275,97525.3,0.9309,1.2458,1.09843,0.88224,0.80215,0.89737,0.55638,1.15516,1.40076,1.0976,0.000282345,0.000282345,0.000282345
276,97678.4,0.94162,1.23781,1.08116,0.87782,0.80606,0.89915,0.55594,1.15444,1.40311,1.09723,0.000268667,0.000268667,0.000268667
277,97833.8,0.95594,1.24904,1.08529,0.87359,0.80122,0.89641,0.55683,1.15512,1.40529,1.09648,0.000255513,0.000255513,0.000255513
278,97989.7,0.92198,1.22807,1.07812,0.86809,0.80215,0.89559,0.55531,1.15617,1.40862,1.09626,0.000242885,0.000242885,0.000242885
279,98140.6,0.9268,1.23409,1.08541,0.86029,0.80374,0.89005,0.55451,1.15741,1.41255,1.09588,0.000230784,0.000230784,0.000230784
280,98298.7,0.93206,1.2409,1.08464,0.85425,0.80654,0.88876,0.55386,1.15703,1.41493,1.09529,0.000219212,0.000219212,0.000219212
281,98449.5,0.92797,1.22016,1.08394,0.84348,0.80783,0.88793,0.55654,1.15554,1.41674,1.09455,0.000208169,0.000208169,0.000208169
282,98607.4,0.92227,1.2036,1.07955,0.84295,0.80895,0.88818,0.55636,1.15594,1.41805,1.0939,0.000197658,0.000197658,0.000197658
283,98760.7,0.91882,1.20757,1.07531,0.84317,0.80951,0.888,0.55617,1.15572,1.42059,1.09386,0.000187678,0.000187678,0.000187678
284,98918.3,0.92857,1.19834,1.08431,0.84257,0.80809,0.88515,0.55435,1.15672,1.42256,1.09416,0.000178232,0.000178232,0.000178232
285,99073.2,0.92743,1.22599,1.08583,0.84147,0.8091,0.88292,0.553,1.15699,1.42478,1.09425,0.00016932,0.00016932,0.00016932
286,99230.9,0.91727,1.19632,1.08126,0.83332,0.80707,0.88117,0.55175,1.15803,1.42792,1.09505,0.000160943,0.000160943,0.000160943
287,99389.6,0.92304,1.19778,1.07695,0.81967,0.8135,0.87769,0.54978,1.15799,1.43124,1.09514,0.000153102,0.000153102,0.000153102
288,99540,0.9244,1.217,1.08114,0.81731,0.81391,0.87536,0.54919,1.1578,1.43304,1.09512,0.000145798,0.000145798,0.000145798
289,99699,0.91003,1.20605,1.07179,0.82405,0.81361,0.87596,0.54841,1.15892,1.4348,1.09529,0.000139032,0.000139032,0.000139032
290,99852.3,0.91826,1.21355,1.07886,0.82617,0.81339,0.87619,0.5476,1.15888,1.43645,1.09523,0.000132805,0.000132805,0.000132805
291,100009,0.9192,1.1812,1.06724,0.81815,0.81885,0.87832,0.5485,1.15933,1.43608,1.09545,0.000127117,0.000127117,0.000127117
292,100164,0.92429,1.21392,1.0811,0.81424,0.82023,0.87591,0.54687,1.16022,1.43755,1.09582,0.000121968,0.000121968,0.000121968
293,100317,0.90724,1.18103,1.07328,0.82022,0.82138,0.87754,0.54584,1.1606,1.43861,1.09581,0.00011736,0.00011736,0.00011736
294,100475,0.91261,1.20356,1.07667,0.81781,0.81986,0.87537,0.5452,1.16124,1.44085,1.09599,0.000113293,0.000113293,0.000113293
295,100626,0.89254,1.20331,1.07584,0.82432,0.8199,0.87805,0.54633,1.16131,1.44103,1.09603,0.000109768,0.000109768,0.000109768
296,100787,0.90295,1.16795,1.06077,0.82638,0.81957,0.87792,0.54723,1.1609,1.44117,1.09602,0.000106784,0.000106784,0.000106784
297,100942,0.89713,1.21692,1.07973,0.82865,0.81618,0.87642,0.54637,1.15987,1.44153,1.09583,0.000104342,0.000104342,0.000104342
298,101102,0.92324,1.19346,1.07694,0.82052,0.81539,0.87512,0.54723,1.15925,1.44115,1.09562,0.000102443,0.000102443,0.000102443
299,101258,0.92179,1.20889,1.06899,0.82099,0.81208,0.87393,0.54666,1.15882,1.43985,1.09515,0.000101086,0.000101086,0.000101086
300,101415,0.91362,1.17054,1.06928,0.8197,0.81316,0.87394,0.5468,1.15862,1.43868,1.0949,0.000100271,0.000100271,0.000100271
